pid, gender, rank, rank_s, rank_cj, name, born, nation, category, bweight, snatch1, snatch2, snatch3, snatch, jerk1, jerk2, jerk3, jerk, total, event, date
14, W, , , 3, MCLENDON JUMPER Sarabeth Elizabeth, 10.02.1987, USA, 59, 58.94, *88, *89, *89, , 106, *109, *111, 106, 0, Las Vegas International Open, 03.2019
15, M, 1, 2, 1, ROJAS CONCHA Marcos Antonio, 02.06.1995, PER, 61, 60.90, 105, 110, 113, 113, *140, 140, *145, 140, 253, Las Vegas International Open, 03.2019
16, M, 2, 1, 2, REISENAUER Brian James, 25.10.1988, USA, 61, 60.65, 110, 114, *117, 114, *135, 135, *140, 135, 249, Las Vegas International Open, 03.2019
17, W, 1, 1, 1, CHARRON Maude G, 28.04.1993, CAN, 64, 63.45, *94, 94, 97, 97, 115, 119, 123, 123, 220, Las Vegas International Open, 03.2019
18, W, 2, 2, 2, ELAM Hunter Nicole, 12.08.1995, USA, 64, 64.00, 91, *94, *96, 91, 112, *116, *116, 112, 203, Las Vegas International Open, 03.2019
19, W, 3, 4, 3, LUCERO Jessica Marie, 26.09.1989, USA, 64, 61.60, 85, 88, *91, 88, 100, 105, 110, 110, 198, Las Vegas International Open, 03.2019
20, W, 4, 5, 4, GAAB Marissa Christine, 12.07.1991, USA, 64, 63.40, 84, *87, 87, 87, 106, 109, *112, 109, 196, Las Vegas International Open, 03.2019
21, W, 5, 3, 6, POPE Kristin, 22.06.1989, USA, 64, 63.85, 88, 90, *92, 90, 105, *109, *110, 105, 195, Las Vegas International Open, 03.2019
22, W, 6, 6, 5, SIEMENS Rachel Anne, 14.11.1989, CAN, 64, 63.60, 86, *88, *88, 86, 105, 108, *111, 108, 194, Las Vegas International Open, 03.2019
23, W, 7, 7, 7, LEISHMAN Anjeanette, 17.07.1992, USA, 64, 63.95, 78, 81, *84, 81, *102, *102, 103, 103, 184, Las Vegas International Open, 03.2019
24, M, 1, 1, 1, WISSINGER Jordan Derek, 23.04.1997, USA, 67, 66.74, 122, *127, *130, 122, 150, 155, 165, 165, 287, Las Vegas International Open, 03.2019
25, W, 1, 2, 1, LAYLOR Maya Celeste, 04.07.1995, CAN, 71, 70.47, 94, *97, *98, 94, 115, 120, *123, 120, 214, Las Vegas International Open, 03.2019
26, W, 2, 3, 2, ISHII Miku, 30.03.1998, JPN, 71, 69.61, 91, 93, *95, 93, *112, 112, 116, 116, 209, Las Vegas International Open, 03.2019
27, W, 3, 4, 3, COOPER Kaitlyn Dawn, 19.01.1998, USA, 71, 70.79, *93, *93, 93, 93, 115, *117, *117, 115, 208, Las Vegas International Open, 03.2019
28, W, 4, 1, 4, SEAMON Jillian Marie, 14.06.1990, USA, 71, 70.75, *92, 92, 95, 95, 109, *115, *115, 109, 204, Las Vegas International Open, 03.2019
29, M, 1, 1, 1, FREVEGUERIN Edouard, 05.01.1996, CAN, 73, 72.48, *120, *120, 120, 120, 150, 154, 156, 156, 276, Las Vegas International Open, 03.2019
30, M, 2, 2, 2, SSEMPEREZA Hakim Musoke, 10.04.1995, UGA, 73, 70.71, 105, 110, 115, 115, 135, 140, 145, 145, 260, Las Vegas International Open, 03.2019
31, M, , , , LEE Alex, 18.11.1988, USA, 73, 70.37, , , , , , , , , 0, Las Vegas International Open, 03.2019
32, W, 1, 1, 1, ROGERS Martha Ann, 23.08.1995, USA, 76, 71.75, 103, 106, , 106, *133, 133, *136, 133, 239, Las Vegas International Open, 03.2019
33, W, 2, 2, 2, NGARLEM Kristel, 20.07.1995, CAN, 76, 74.95, 93, 96, *100, 96, 123, 128, *133, 128, 224, Las Vegas International Open, 03.2019
34, W, 3, 3, 3, RIEGER Patricia, 25.08.1987, GER, 76, 75.10, *93, 94, *98, 94, 112, 116, *120, 116, 210, Las Vegas International Open, 03.2019
35, W, 4, 4, 4, HARRIS Tayler Jordon, 19.12.1987, USA, 76, 75.15, *88, 89, *94, 89, *113, *113, 113, 113, 202, Las Vegas International Open, 03.2019
36, W, 5, 5, 5, ROJAS CASTILLO Lenka Yanara, 13.03.1997, CHI, 76, 74.80, 84, *87, *87, 84, 105, *110, 110, 110, 194, Las Vegas International Open, 03.2019
37, M, 1, 1, 2, BELLEMARRE Alex, 22.06.1998, CAN, 81, 80.43, 149, 153, *156, 153, 174, 179, *182, 179, 332, Las Vegas International Open, 03.2019
38, W, 1, 1, 1, SEKINE Moeri, 12.03.1997, JPN, 81, 79.97, 85, 90, 93, 93, 110, *116, *116, 110, 203, Las Vegas International Open, 03.2019
39, M, 2, 3, 1, HARA Yuki, 12.05.1997, JPN, 81, 80.56, *137, 137, 143, 143, 174, 181, *187, 181, 324, Las Vegas International Open, 03.2019
40, M, 3, 5, 3, KMEGY Mate Jozsef, 17.09.1997, HUN, 81, 80.71, *138, *138, 138, 138, 165, 172, 175, 175, 313, Las Vegas International Open, 03.2019
41, M, 4, 2, 6, KUMAKAWA Yuta, 27.07.1991, JPN, 81, 77.19, 143, *148, 148, 148, *160, 160, *165, 160, 308, Las Vegas International Open, 03.2019
42, M, 5, 4, 5, WORMALD CISTERNA Kevin Enrique, 11.09.1996, CHI, 81, 79.54, 132, 137, 139, 139, 165, *170, *170, 165, 304, Las Vegas International Open, 03.2019
43, M, 6, 6, 4, DATELLO Frank Anthony, 08.12.1992, USA, 81, 79.87, 131, 136, *138, 136, 162, 167, *173, 167, 303, Las Vegas International Open, 03.2019
44, W, , 2, , SZUROMI Timea Reka, 30.10.1983, HUN, 81, 77.30, 89, *92, *92, 89, *110, *110, *110, , 0, Las Vegas International Open, 03.2019
45, W, , , , ARTHUR Jenny Lyvette, 11.12.1993, USA, 81, 80.66, , , , , , , , , 0, Las Vegas International Open, 03.2019
46, W, 1, 1, 1, KLINGSEIS Marissa Eileen, 07.06.1995, USA, 87, 86.58, 105, *110, *110, 105, 130, 135, , 135, 240, Las Vegas International Open, 03.2019
47, W, 2, 2, 2, MORISHITA Imari, 25.07.1995, JPN, 87, 86.20, 95, *99, *99, 95, 115, 120, *122, 120, 215, Las Vegas International Open, 03.2019
48, W, 3, 3, 3, KLEINSCHMIDT Samantha Noelle, 15.12.1992, USA, 87, 85.24, 94, *98, *101, 94, 119, *122, *122, 119, 213, Las Vegas International Open, 03.2019
49, W, 4, 4, 4, BOROS Viktoria, 22.07.2001, HUN, 87, 85.03, 82, 86, 88, 88, 98, 103, 106, 106, 194, Las Vegas International Open, 03.2019
50, W, , , , BRADLEY Jessie Nicole, 17.01.1997, USA, 87, 82.15, , , , , , , , , 0, Las Vegas International Open, 03.2019
51, M, , , , RODRIGUEZ OCASIO Christian Angel, 14.07.1993, USA, 89, 83.52, , , , , , , , , 0, Las Vegas International Open, 03.2019
52, M, , , 1, CANTRELL Jordan Warren, 16.08.1996, USA, 89, 88.92, *155, *160, *160, , 185, *195, , 185, 0, Las Vegas International Open, 03.2019
53, M, 1, 1, 1, MENDEZ PEREZ Arley, 31.12.1993, CHI, 96, 93.66, *170, *170, 170, 170, 200, *207, 207, 207, 377, Las Vegas International Open, 03.2019
54, M, 2, 2, 3, KIMM Trevor Ryan, 27.09.1992, USA, 96, 95.51, 140, 145, *150, 145, 175, *185, *187, 175, 320, Las Vegas International Open, 03.2019
55, M, 3, 3, 2, DOWNEY V John Francis, 16.07.1991, USA, 96, 89.28, 135, 141, *146, 141, 169, 176, *183, 176, 317, Las Vegas International Open, 03.2019
56, M, , , , BLACKWELL Robert Thomas, 27.08.1990, USA, 96, 92.36, , , , , , , , , 0, Las Vegas International Open, 03.2019
57, M, 1, 1, 1, DAMRON Nathan Charles, 06.05.1996, USA, 102, 98.30, *150, 150, *155, 150, 191, *200, 200, 200, 350, Las Vegas International Open, 03.2019
58, M, 2, 2, 2, HARTMAN Travis Keifer, 31.12.1991, USA, 102, 101.15, *140, *140, 140, 140, *170, *170, 170, 170, 310, Las Vegas International Open, 03.2019
59, M, , , , OSORIO Dangelo Antoinne, 13.10.1993, USA, 102, 100.40, , , , , , , , , 0, Las Vegas International Open, 03.2019
60, M, 1, 3, 1, VIERA ESPINOZA Hernan Moises, 16.01.1993, PER, 109, 106.33, *140, 140, 145, 145, *191, 191, 200, 200, 345, Las Vegas International Open, 03.2019
61, M, 2, 1, 2, DUER Thomas H, 11.07.1986, USA, 109, 108.30, *146, 146, *152, 146, 180, *186, *190, 180, 326, Las Vegas International Open, 03.2019
62, M, 3, 2, 3, THOMPSON Drake Edwin, 13.09.1994, USA, 109, 106.71, 145, *150, *152, 145, *180, *180, 180, 180, 325, Las Vegas International Open, 03.2019
63, W, 1, 1, 1, BROWN Mercy Opeyemi, 20.06.1996, GBR, p87, 95.34, 92, 96, 98, 98, *120, 120, 128, 128, 226, Las Vegas International Open, 03.2019
64, W, 2, 2, 2, MANUMUA Kuinini Juanita Mechteld, 12.12.2000, TGA, p87, 107.44, 90, 95, *98, 95, *115, 116, *124, 116, 211, Las Vegas International Open, 03.2019
65, M, 1, 1, 2, WILKES Caine Morgan, 10.07.1987, USA, p109, 146.43, 165, 172, 178, 178, 200, 210, 217, 217, 395, Las Vegas International Open, 03.2019
66, M, 2, 2, 1, NONAKA Masahiro, 17.07.1996, JPN, p109, 148.13, 165, 170, *173, 170, 210, 219, *226, 219, 389, Las Vegas International Open, 03.2019
67, M, 3, 3, 3, CHINEN Kosuke, 06.01.1996, JPN, p109, 143.62, 170, 175, *180, 175, 200, *212, 212, 212, 387, Las Vegas International Open, 03.2019
68, M, 4, 5, 4, RIGSBY Sean Michael, 17.10.1988, IRL, p109, 120.56, 125, 130, *135, 130, 175, *182, 182, 182, 312, Las Vegas International Open, 03.2019
69, M, , 4, , EVERETT Quinn, 22.11.1992, CAN, p109, 148.22, 140, *145, 145, 145, *193, *193, *193, , 0, Las Vegas International Open, 03.2019
70, M, , , , WITTE Keiser Andrew, 15.03.1995, USA, p109, 141.80, , , , , , , , , 0, Las Vegas International Open, 03.2019
71, M, , , , KITTS Wesley Brian, 22.05.1990, USA, p109, 112.96, , , , , , , , , 0, Las Vegas International Open, 03.2019
0, w, 1, 1, 1, BERRIO ZULUAGA Manuela Andrea, 18.06.2000, COL, 45, 44.65, 69, 72, 74, 74, 90, 93, 96, 96, 170, OPEN Senior Championships, 05.2019
1, w, 2, 2, 2, QUINTANA MENDOZA Rosielis Coromoto, 18.03.2000, VEN, 45, 44.70, 68, 71, *74, 71, 86, 90, *94, 90, 161, OPEN Senior Championships, 05.2019
2, w, 3, 3, 3, CUEVA URIBE Fiorella Francesca, 04.02.1998, PER, 45, 44.65, 65, 67, *69, 67, 80, 85, 89, 89, 156, OPEN Senior Championships, 05.2019
3, w, 4, 4, 4, BENAVIDES ZAMBRANO Maria Del Cisne, 06.04.1996, ECU, 45, 45.00, 61, *66, 66, 66, 72, *76, *76, 72, 138, OPEN Senior Championships, 05.2019
4, w, 5, 5, 5, SALDARRIAGA YOVERA  Anali Paola, 21.10.2003, PER, 45, 44.75, 53, 57, 60, 60, 70, *73, *73, 70, 130, OPEN Senior Championships, 05.2019
5, w, 1, 1, 1, PIRON CANDELARIO Beatriz Elizabeth, 27.02.1995, DOM, 49, 48.80, 81, *83, 83, 83, 99, 103, *105, 103, 186, OPEN Senior Championships, 05.2019
6, w, 2, 2, 2, SEGURA SEGURA Ana Iris, 26.07.1991, COL, 49, 48.90, 78, 81, *83, 81, 98, *102, *102, 98, 179, OPEN Senior Championships, 05.2019
7, w, 3, 4, 4, ROSA FIGUEIREDO Nathasha, 16.01.1996, BRA, 49, 48.95, 75, 78, *80, 78, 92, 96, *98, 96, 174, OPEN Senior Championships, 05.2019
8, w, 4, 5, 3, CAMPOVERDE ALMEIDA Angelica Mercedes, 31.05.1996, ECU, 49, 48.60, 73, 76, 77, 77, 93, 97, *98, 97, 174, OPEN Senior Championships, 05.2019
9, w, 5, 6, 5, ECHANDIA ZARATE Katherin Oriana, 14.08.2001, VEN, 49, 48.35, 71, *75, 75, 75, 91, 95, *98, 95, 170, OPEN Senior Championships, 05.2019
10, w, 6, 3, 6, OLIVEIRA MADEIRA Luana, 31.01.1998, BRA, 49, 48.90, 73, 76, 79, 79, 90, *94, *95, 90, 169, OPEN Senior Championships, 05.2019
11, w, 7, 7, 7, LANDEROS LOPEZ Katherine Ignacia, 19.01.1991, CHI, 49, 48.80, 64, *68, *68, 64, *84, 85, *88, 85, 149, OPEN Senior Championships, 05.2019
12, m, 1, 1, 1, GARCIA PEREZ Jairo Luis, 02.08.2000, COL, 55, 54.80, 105, *110, *110, 105, 130, 133, 136, 136, 241, OPEN Senior Championships, 05.2019
13, w, 1, 1, 3, RODRIGUEZ GOMEZ Genesis Lourdes, 17.07.1994, VEN, 55, 54.75, 90, 95, *98, 95, 111, *114, *114, 111, 206, OPEN Senior Championships, 05.2019
14, w, 2, 2, 1, SINISTERRA TORRES Yenny, 04.05.2000, COL, 55, 54.95, 85, 90, *92, 90, 110, 113, , 113, 203, OPEN Senior Championships, 05.2019
15, m, 2, 2, 2, SANCHEZ GUTIERREZ Winder Alejandro, 14.09.2001, VEN, 55, 54.25, 98, 102, *105, 102, 128, 131, *134, 131, 233, OPEN Senior Championships, 05.2019
16, w, 3, 3, 2, ESCOBAR GUERRERO Maria Alexandra, 17.07.1980, ECU, 55, 54.85, 88, *91, *91, 88, 108, 112, *114, 112, 200, OPEN Senior Championships, 05.2019
17, w, 4, 6, 4, QUINONEZ MARTINEZ Vanessa, 16.01.1993, COL, 55, 54.75, *83, 83, *86, 83, 105, 109, *113, 109, 192, OPEN Senior Championships, 05.2019
18, w, 5, 5, 6, LAURINDO MORAES Leticia Cristina, 20.11.1995, BRA, 55, 54.90, 80, 84, *87, 84, 100, *105, *105, 100, 184, OPEN Senior Championships, 05.2019
19, w, 6, 4, 7, DOS REIS SANTOS Rosane, 20.06.1987, BRA, 55, 54.60, 85, *89, *90, 85, 95, , , 95, 180, OPEN Senior Championships, 05.2019
20, w, 7, 7, 5, SANDI PIZANGO Tessy Karen, 20.11.1996, PER, 55, 54.20, *73, 73, *77, 73, 95, 100, 105, 105, 178, OPEN Senior Championships, 05.2019
21, w, 8, 8, 9, RETAMALES CABRERA Mariana Paola, 17.01.1993, CHI, 55, 54.45, 65, 70, *72, 70, 85, *88, 88, 88, 158, OPEN Senior Championships, 05.2019
22, w, 9, 9, 8, VALDIVIEZO SALDARRIAGA Gianella Tatiana, 13.06.2002, PER, 55, 54.05, 63, 67, *70, 67, 85, 88, *90, 88, 155, OPEN Senior Championships, 05.2019
23, w, 1, 1, 1, SILGADO ATENCIO Rosive Andrea, 30.06.1995, COL, 59, 58.75, *93, 93, 96, 96, 120, 123, 125, 125, 221, OPEN Senior Championships, 05.2019
24, w, 2, 4, 2, FIGUEROA ROLDAN Yusleidy Mariana, 09.01.1993, VEN, 59, 58.60, *93, 93, *95, 93, 117, 122, 124, 124, 217, OPEN Senior Championships, 05.2019
25, w, 3, 3, 3, VENEGAS VALERA Anyelin Maria, 26.01.1999, VEN, 59, 59.00, *90, 90, 94, 94, 115, 118, *121, 118, 212, OPEN Senior Championships, 05.2019
26, w, 4, 2, 4, LOBON VIAFARA Maria Camila, 30.09.1995, COL, 59, 58.75, *95, 95, *98, 95, 116, *121, *121, 116, 211, OPEN Senior Championships, 05.2019
27, w, 5, 5, 6, ULLUA Tatiana, 23.04.1992, ARG, 59, 58.95, *87, 87, *90, 87, 103, *106, 106, 106, 193, OPEN Senior Championships, 05.2019
28, w, 6, 6, 5, MEGO CONTRERAS Shoely Mabel, 12.08.1999, PER, 59, 57.35, 77, 80, 82, 82, 107, 110, *113, 110, 192, OPEN Senior Championships, 05.2019
29, w, 7, 7, 7, BUITRON VICTORIA Luz Winner, 30.11.2003, PER, 59, 58.20, 63, *67, *67, 63, 83, 87, *90, 87, 150, OPEN Senior Championships, 05.2019
30, m, 1, 1, 1, SERNA MENDOZA Jhon Jairo, 03.12.1994, COL, 61, 60.65, 120, *125, 126, 126, 157, *165, 165, 165, 291, OPEN Senior Championships, 05.2019
31, m, 2, 2, 2, BRACHI GARCIA Josue, 08.09.1992, ESP, 61, 60.85, 122, 125, *127, 125, 145, 148, *151, 148, 273, OPEN Senior Championships, 05.2019
32, m, 3, 4, 3, ROJAS CONCHA Marcos Antonio, 02.06.1995, PER, 61, 60.60, 105, 109, 112, 112, 140, 145, 148, 148, 260, OPEN Senior Championships, 05.2019
33, m, 4, 3, 4, ZURITA VALLEJO Cristhian David, 10.02.1998, ECU, 61, 60.35, 113, 118, *122, 118, 132, *140, 141, 141, 259, OPEN Senior Championships, 05.2019
34, m, 5, 5, 5, GUZMAN PEREZ Bryan Gilberto, 30.11.1997, PUR, 61, 59.80, 103, *108, *109, 103, *135, *137, 137, 137, 240, OPEN Senior Championships, 05.2019
35, m, 6, 6, 6, OLMEDO ALVAREZ Ruben Alexis, 22.03.1984, PUR, 61, 60.75, 102, *107, *107, 102, *120, 120, *130, 120, 222, OPEN Senior Championships, 05.2019
36, w, 1, 2, 2, CHARRON Maude G, 28.04.1993, CAN, 64, 63.35, *96, *96, 97, 97, 120, *124, 125, 125, 222, OPEN Senior Championships, 05.2019
37, w, 2, 1, 3, LLAMOSA MOSQUERA Nathalia, 14.06.1997, COL, 64, 63.65, 98, 101, *103, 101, 120, *123, , 120, 221, OPEN Senior Championships, 05.2019
38, w, 3, 4, 1, RODRIGUEZ MITJAN Marina De La Caridad, 02.03.1995, CUB, 64, 63.90, 90, 95, *98, 95, 118, 122, 125, 125, 220, OPEN Senior Championships, 05.2019
39, w, 4, 3, 4, NAZARENO PERALTA Yadira Maria, 29.05.1996, ECU, 64, 63.05, *95, *96, 96, 96, *115, 115, 116, 116, 212, OPEN Senior Championships, 05.2019
40, w, 5, 5, 5, VUOHIJOKI Anni Teija Orvokki, 24.05.1988, FIN, 64, 63.80, *91, 92, *96, 92, 114, *119, *119, 114, 206, OPEN Senior Championships, 05.2019
41, w, 6, 6, 7, PAREDES VASQUEZ Eldi Jhasmin, 04.08.2000, PER, 64, 63.35, 80, *84, 84, 84, *105, 105, 110, 110, 194, OPEN Senior Championships, 05.2019
42, w, 7, 7, 8, CARDENAS QUIROZ Angie Nikelly, 28.01.1994, PER, 64, 62.85, 78, 81, *84, 81, 105, 109, *114, 109, 190, OPEN Senior Championships, 05.2019
43, w, , , 6, REYES RAMOS Flavia Marie, 28.12.1991, PUR, 64, 63.40, *85, *85, *85, , *110, 110, *116, 110, 0, OPEN Senior Championships, 05.2019
44, w, , 8, , PORTELA MILICHIO Mercedes Noemi, 25.03.1987, URU, 64, 62.75, *73, 73, *77, 73, *95, *95, *95, , 0, OPEN Senior Championships, 05.2019
45, m, 1, 1, 3, OSORIO HERNANDEZ Jose Luis, 04.03.2000, COL, 67, 65.60, 130, 133, 135, 135, 160, *164, *165, 160, 295, OPEN Senior Championships, 05.2019
46, m, 2, 2, 2, ESCALONA MORENO Kervis Eidy, 15.10.1998, VEN, 67, 66.65, 128, *132, 134, 134, 160, *165, *166, 160, 294, OPEN Senior Championships, 05.2019
47, m, 3, 4, 1, BARDALEZ TUISIMA Luis David, 03.10.1995, PER, 67, 66.35, 122, *126, 126, 122, 152, 157, 161, 161, 283, OPEN Senior Championships, 05.2019
48, m, 4, 3, 4, MOSQUERA VALENCIA Francisco Antonio, 01.04.1992, COL, 67, 62.87, 120, 125, *127, 125, 150, 155, , 155, 280, OPEN Senior Championships, 05.2019
49, m, 5, 5, 5, CALABRO Mariano Agustin, 25.04.1996, ARG, 67, 66.40, 115, 120, *123, 120, 145, 150, *153, 150, 270, OPEN Senior Championships, 05.2019
50, m, , , , PRECIADO REYES Miguel Angel, 03.11.1994, PER, 67, 67.00, *116, *116, *116, , , , , , 0, OPEN Senior Championships, 05.2019
51, w, 1, 1, 1, PEREZ TIGRERO Mercedes Isabel, 07.08.1987, COL, 71, 65.05, 97, 100, 104, 104, *122, 122, *130, 122, 226, OPEN Senior Championships, 05.2019
52, w, 2, 2, 2, ESCOBAR AGUIRRE Hellen Andrea, 07.03.1999, COL, 71, 70.35, 95, *98, *98, 95, 120, *125, *125, 120, 215, OPEN Senior Championships, 05.2019
53, w, 3, 5, 3, VALLE ULLOA Constanza Isabel, 25.04.1996, CHI, 71, 67.90, 78, 82, 86, 86, 100, 104, *107, 104, 190, OPEN Senior Championships, 05.2019
54, w, 4, 4, 5, ANDALEN Sepulveda, 19.10.1996, CHI, 71, 69.15, 80, 83, 87, 87, *100, 100, *105, 100, 187, OPEN Senior Championships, 05.2019
55, w, 5, 6, 4, LOPEZ RODRIGUEZ Kidaisha, 03.01.1993, PUR, 71, 69.80, 80, *83, *84, 80, 99, 102, *105, 102, 182, OPEN Senior Championships, 05.2019
56, w, , 3, , COOPER Kaitlyn Dawn, 19.01.1998, USA, 71, 70.55, 90, 93, *96, 93, *115, *118, *118, , 0, OPEN Senior Championships, 05.2019
57, m, 1, 2, 1, MAYORA PERNIA Julio Ruben, 02.09.1996, VEN, 73, 72.45, 148, *151, *154, 148, 181, 190, *193, 190, 338, OPEN Senior Championships, 05.2019
58, m, 2, 1, 3, MOSQUERA LOZANO Luis Javier, 27.03.1995, COL, 73, 72.35, 145, 150, *154, 150, *175, 175, *180, 175, 325, OPEN Senior Championships, 05.2019
59, m, 3, 3, 2, MENA MORENO Jose Gavino, 08.03.1994, COL, 73, 72.95, 142, *146, *146, 142, 173, *176, 176, 176, 318, OPEN Senior Championships, 05.2019
60, m, 4, 4, 4, SANCHEZ LOPEZ David, 20.07.1994, ESP, 73, 73.00, 138, 142, *145, 142, 170, *175, 175, 175, 317, OPEN Senior Championships, 05.2019
61, m, 5, 5, 5, GROEHLER Mason Christian, 12.06.1997, USA, 73, 73.00, *132, 132, *136, 132, 165, *171, *171, 165, 297, OPEN Senior Championships, 05.2019
62, m, 6, 6, 6, TERRONES MIRANDA Oscar Adrian, 23.01.1998, PER, 73, 72.15, 130, *133, *134, 130, 160, 163, *166, 163, 293, OPEN Senior Championships, 05.2019
63, m, 7, 7, 7, YOHAMONA LEON Pedro Luis, 02.07.1998, PER, 73, 72.10, 126, 130, *133, 130, 155, 161, *164, 161, 291, OPEN Senior Championships, 05.2019
64, m, 8, 8, 8, SOTO MONTECINO Eduardo Alexis, 25.03.1995, CHI, 73, 72.55, *120, *120, 121, 121, 148, 153, 158, 158, 279, OPEN Senior Championships, 05.2019
65, w, 1, 1, 3, RIVAS MOSQUERA Valeria, 23.04.2000, COL, 76, 75.70, *100, 100, *103, 100, 123, 126, *130, 126, 226, OPEN Senior Championships, 05.2019
66, w, 2, 2, 4, MERINO TORANZO Yaneysi, 18.11.1997, CUB, 76, 75.65, 91, 95, 98, 98, 120, 125, *129, 125, 223, OPEN Senior Championships, 05.2019
67, w, 3, 3, 2, NGARLEM Kristel, 20.07.1995, CAN, 76, 75.65, 93, 96, *99, 96, 123, *126, 127, 127, 223, OPEN Senior Championships, 05.2019
68, w, 4, 4, 5, WOHLERS Tiffany, 19.03.1991, USA, 76, 75.75, *93, *93, 93, 93, 113, 118, 123, 123, 216, OPEN Senior Championships, 05.2019
69, w, 5, 5, 6, ILMARINEN Meri Tuuli Linnea, 04.06.1991, FIN, 76, 76.00, *92, 92, *95, 92, 118, 121, *124, 121, 213, OPEN Senior Championships, 05.2019
70, w, 6, 6, 7, ROJAS CASTILLO Lenka Yanara, 13.03.1997, CHI, 76, 72.65, 84, 87, 91, 91, 106, 109, 114, 114, 205, OPEN Senior Championships, 05.2019
71, w, 7, 7, 8, SALDARRIAGA DIOSES Estrella Belen, 11.01.2003, PER, 76, 74.90, 83, *86, 86, 86, 105, 108, *111, 108, 194, OPEN Senior Championships, 05.2019
72, w, 8, 8, 9, MARRERO PAGAN Krystal Desiree, 06.06.1996, PUR, 76, 74.75, *70, *70, 70, 70, *80, 80, 86, 86, 156, OPEN Senior Championships, 05.2019
73, w, , , 1, ALWINE Meredith Leigh, 08.06.1998, USA, 76, 74.05, *101, *101, *103, , *127, 128, 131, 131, 0, OPEN Senior Championships, 05.2019
74, m, 1, 3, 1, SOLIS ARBOLEDA Juan Felipe, 05.03.1999, COL, 81, 80.90, *150, 150, *155, 150, 190, 195, 199, 199, 349, OPEN Senior Championships, 05.2019
75, w, 1, 1, 1, CHIRINOS LEON Dayana Aracelis, 04.10.1991, VEN, 81, 78.05, 100, 103, 105, 105, 126, *131, 131, 131, 236, OPEN Senior Championships, 05.2019
76, m, 2, 1, 3, RODALLEGAS CARVAJAL Brayan Santiago, 15.11.1997, COL, 81, 80.65, *155, 155, *160, 155, 191, *196, *200, 191, 346, OPEN Senior Championships, 05.2019
77, w, 2, 2, 2, MINA TORRES Dayana Lucia, 02.04.1998, ECU, 81, 80.75, 95, 101, *105, 101, *125, 125, *127, 125, 226, OPEN Senior Championships, 05.2019
78, m, 3, 2, 2, MATA PEREZ Andres Eduardo, 11.11.1992, ESP, 81, 80.85, 150, *154, 154, 154, 184, 189, 192, 192, 346, OPEN Senior Championships, 05.2019
79, m, 4, 7, 4, HERNANDEZ MARTINEZ Alexander, 28.01.1990, PUR, 81, 81.00, *143, 143, *147, 143, 184, *189, *190, 184, 327, OPEN Senior Championships, 05.2019
80, m, 5, 4, 6, LA O GARCIA Addriel, 10.02.1992, CUB, 81, 79.85, *145, 145, 150, 150, 175, *180, *180, 175, 325, OPEN Senior Championships, 05.2019
81, m, 6, 6, 5, CASTRO PALMA Darvin Jesus, 11.06.1995, VEN, 81, 78.15, *145, *145, 145, 145, 180, *185, *185, 180, 325, OPEN Senior Championships, 05.2019
82, m, 7, 5, 7, BELLEMARRE Alex, 22.06.1998, CAN, 81, 80.35, 148, *152, *152, 148, 170, 175, *180, 175, 323, OPEN Senior Championships, 05.2019
83, m, 8, 8, 8, VACHON Nicolas, 05.07.1996, CAN, 81, 79.30, *133, 133, *139, 133, 167, *172, 172, 172, 305, OPEN Senior Championships, 05.2019
84, m, 9, 9, 9, ATENCIA PRIOU Amel Karim, 18.02.2002, PER, 81, 80.35, 120, 125, 131, 131, 153, 158, *163, 158, 289, OPEN Senior Championships, 05.2019
85, m, 10, 12, 10, VILLEGAS FERNANDEZ Santiago Daniel, 17.06.2001, PER, 81, 73.70, 117, *122, *122, 117, 150, 156, *159, 156, 273, OPEN Senior Championships, 05.2019
86, m, 11, 10, 12, GALEANO Ariel, 18.10.1995, ARG, 81, 79.85, 115, 121, 126, 126, *145, 145, *155, 145, 271, OPEN Senior Championships, 05.2019
87, m, 12, 11, 11, BORGET Jose Carlos, 11.04.1996, ARG, 81, 80.25, 120, *125, *127, 120, *150, 150, *155, 150, 270, OPEN Senior Championships, 05.2019
88, m, 13, 13, 13, BONNAT MICHEL Zacarias, 27.02.1996, DOM, 81, 79.95, 100, , , 100, 120, , , 120, 220, OPEN Senior Championships, 05.2019
89, w, 1, 1, 1, SANTANA PEGUERO Crismery Dominga, 20.04.1995, DOM, 87, 86.25, 106, 109, *111, 109, 133, 138, 141, 141, 250, OPEN Senior Championships, 05.2019
